# (i, j) of upper left coordinates.
137,106
69,159
136,280
594,286
263,310
209,351
559,378
670,429
172,407
346,421
357,477
143,486
70,498
252,534
584,498
535,72
523,516
234,537
42,360
225,466
235,482
377,438
