# (i, j) of upper left coordinates.
452,184
151,58
629,169
148,187
587,192
593,211
154,304
645,337
592,365
512,493
478,498
440,82
657,197
557,290
355,301
227,306
397,320
136,508
190,586
280,287
621,306
193,319
76,507
142,538
199,302
86,562
95,588
174,258
213,317
27,286
455,349
479,349
199,284
6,510
534,366
225,549
291,302
255,369
