# (i, j) of upper left coordinates.
428,40
170,64
305,84
195,92
118,95
177,104
106,113
44,131
257,153
417,216
479,231
147,235
642,243
187,257
633,263
284,292
489,350
303,369
648,416
613,434
404,486
612,498
557,200
686,402
684,436
254,490
209,60
544,183
132,111
358,431
