# (i, j) of upper left coordinates.
273,46
186,61
427,65
542,96
23,161
271,169
634,305
648,320
593,329
299,363
552,364
587,375
511,453
488,512
497,536
59,283
653,337
557,530
348,363
576,502
23,309
341,344
