# (i, j) of upper left coordinates.
637,88
514,155
242,168
335,178
362,184
380,199
402,205
203,343
677,486
705,558
431,146
411,186
385,364
403,378
277,387
256,484
338,565
36,268
570,542
69,95
596,534
