# (i, j) of upper left coordinates.
199,63
300,97
123,130
79,138
456,140
254,153
165,167
103,178
186,186
82,189
112,225
269,250
109,288
612,296
669,312
166,316
520,430
623,476
433,527
659,551
640,71
167,191
74,222
587,278
522,306
306,382
327,447
255,538
65,205
102,203
696,288
375,463
685,468
214,39
144,232
