# x, y, dx, dy
37.000000000000000000,81.000000000000000000,-4.000000000000000000,1.000000000000000000
63.000000000000000000,94.000000000000000000,-3.000000000000000000,0.000000000000000000
173.000000000000000000,186.000000000000000000,-1.000000000000000000,0.000000000000000000
42.000000000000000000,351.000000000000000000,1.000000000000000000,2.000000000000000000
72.000000000000000000,411.000000000000000000,-1.000000000000000000,0.000000000000000000
619.000000000000000000,421.000000000000000000,0.000000000000000000,1.000000000000000000
83.000000000000000000,446.000000000000000000,0.000000000000000000,1.000000000000000000
615.000000000000000000,472.000000000000000000,-1.000000000000000000,2.000000000000000000
133.000000000000000000,473.000000000000000000,0.000000000000000000,1.000000000000000000
552.000000000000000000,495.000000000000000000,1.000000000000000000,2.000000000000000000
502.000000000000000000,496.000000000000000000,0.000000000000000000,1.000000000000000000
173.000000000000000000,530.000000000000000000,0.000000000000000000,1.000000000000000000
525.000000000000000000,557.000000000000000000,0.000000000000000000,1.000000000000000000
287.000000000000000000,364.000000000000000000,0.000000000000000000,3.000000000000000000
22.000000000000000000,376.000000000000000000,-1.000000000000000000,1.000000000000000000
348.000000000000000000,426.000000000000000000,-1.000000000000000000,3.000000000000000000
116.000000000000000000,452.000000000000000000,-1.000000000000000000,1.000000000000000000
451.000000000000000000,528.000000000000000000,0.000000000000000000,3.000000000000000000
131.000000000000000000,532.000000000000000000,0.000000000000000000,1.000000000000000000
360.000000000000000000,562.000000000000000000,0.000000000000000000,1.000000000000000000
262.000000000000000000,569.000000000000000000,1.000000000000000000,2.000000000000000000
525.000000000000000000,574.000000000000000000,0.000000000000000000,0.000000000000000000
634.000000000000000000,429.000000000000000000,1.000000000000000000,1.000000000000000000
586.000000000000000000,460.000000000000000000,0.000000000000000000,1.000000000000000000
141.000000000000000000,507.000000000000000000,0.000000000000000000,2.000000000000000000
530.000000000000000000,64.000000000000000000,3.000000000000000000,6.000000000000000000
31.000000000000000000,578.000000000000000000,1.000000000000000000,-1.000000000000000000
133.000000000000000000,492.000000000000000000,0.000000000000000000,1.000000000000000000
669.000000000000000000,558.000000000000000000,0.000000000000000000,1.000000000000000000
212.000000000000000000,557.000000000000000000,-1.000000000000000000,2.000000000000000000
15.000000000000000000,599.000000000000000000,0.000000000000000000,1.000000000000000000
697.000000000000000000,556.000000000000000000,0.000000000000000000,1.000000000000000000
101.000000000000000000,558.000000000000000000,1.000000000000000000,3.000000000000000000
70.000000000000000000,429.000000000000000000,0.000000000000000000,1.000000000000000000
582.000000000000000000,521.000000000000000000,1.000000000000000000,1.000000000000000000
576.000000000000000000,446.000000000000000000,-1.000000000000000000,1.000000000000000000
698.000000000000000000,573.000000000000000000,0.000000000000000000,1.000000000000000000
327.000000000000000000,415.000000000000000000,-2.000000000000000000,3.000000000000000000
62.000000000000000000,465.000000000000000000,-1.000000000000000000,2.000000000000000000
465.000000000000000000,510.000000000000000000,-2.000000000000000000,3.000000000000000000
671.000000000000000000,273.000000000000000000,1.000000000000000000,3.000000000000000000
67.000000000000000000,137.000000000000000000,-1.000000000000000000,-1.000000000000000000
656.000000000000000000,587.000000000000000000,0.000000000000000000,1.000000000000000000
209.000000000000000000,275.000000000000000000,0.000000000000000000,4.000000000000000000
