1.616081241800000276e-02,1.426719667539999570e-02,1.408554075799999493e-02,1.350425719079999774e-02,1.202880858740000385e-02,7.875823990999999621e-03,1.006240849000000119e-03,-1.814117421800000383e-03,-1.510696413600000126e-03,3.959655586000001529e-05,5.859375274000002158e-04,-1.113739018799999626e-03,-4.298324579999997751e-03,-7.312774653800001301e-03,-9.488449099999997360e-03,-1.042930603159999796e-02,-8.428115856280001678e-03,-6.094512924599999708e-03,-4.165039036400002524e-03,-4.503784190520000209e-03,-6.210708625130001263e-03,-6.047897320019998343e-03,-6.728591927999998806e-03,-5.872650164999999867e-03,-5.279846193000001763e-03,-4.295730603799999790e-03,-4.979248039250001173e-03,-6.492614734579999110e-03,-5.659637439799997984e-03,-4.016960164380000559e-02,-9.430564684255320074e-02,-1.088989093217391374e-01
1.942405705600000129e-02,1.779983522447999705e-02,2.057662964780000020e-02,1.201904300298000348e-02,8.019866864200000250e-03,-4.086532605600000194e-03,-1.225341795599999874e-02,-1.793487547519999684e-02,-1.450706487540000256e-02,-1.221717830200000181e-02,-1.020919802939999899e-02,-1.236152643740000105e-02,-1.487014768399999402e-02,-1.798851009120000163e-02,-1.732162475740000110e-02,-1.432365418219999631e-02,-9.846115108799999294e-03,-7.233505257200002064e-03,-4.496688836400000028e-03,-3.979034431859999367e-03,-4.444656409199998492e-03,-4.890060442379999713e-03,-4.342880239199999569e-03,-2.864837582000000563e-03,-1.153488150599999958e-03,-7.661437966600001754e-04,-2.493591302090000881e-03,-2.556457597599998827e-03,-5.150833138000000810e-03,-5.907257362291667285e-02,-1.240636895413793073e-01,-1.540232013645161380e-01
2.771728523800000288e-02,2.670188892059999555e-02,2.403427109339999548e-02,1.308456422000000077e-02,-4.093704196999999739e-03,-2.458892825460000028e-02,-3.660697935400000769e-02,-4.212829589560000004e-02,-4.161491393999999788e-02,-4.088264464000000015e-02,-3.757888790000000340e-02,-3.737350468000000259e-02,-3.827896122000000456e-02,-4.020935057999999729e-02,-4.029525763199998806e-02,-3.597709660000000809e-02,-2.944366456199999302e-02,-2.368392948600000700e-02,-1.920715343060000468e-02,-1.676879885100000106e-02,-1.550285336999998945e-02,-1.277458191433999968e-02,-1.193298339600001000e-02,-1.119911197259999477e-02,-1.001075745300000590e-02,-5.824279835820000799e-03,-4.601745616400001321e-03,-1.991119362860001123e-03,-1.326591510419999724e-02,-9.758324500000001289e-02,-1.883567824600000107e-01,-2.213516238181818252e-01
3.528205877799999585e-02,3.337028500200001774e-02,2.723525984000000136e-02,9.721374500999999807e-03,-1.533828731279999850e-02,-4.596725465599998950e-02,-6.585922238800001605e-02,-7.879341135999996804e-02,-8.251586923999999768e-02,-8.336090093999999617e-02,-8.050071679999999674e-02,-7.848144521999998735e-02,-7.619712843999998375e-02,-7.588386516000000803e-02,-7.230743400000000376e-02,-6.312042241999998859e-02,-5.217544548599999110e-02,-4.269554141399997671e-02,-3.459342954399999975e-02,-2.625137333000000101e-02,-2.275131231999999795e-02,-1.762832640480000226e-02,-1.439743037159999656e-02,-9.913253833300000525e-03,-8.485031155200000938e-03,-3.369140625800001298e-03,-3.628539626000002556e-04,4.596633917200000120e-03,-2.717878397755101386e-02,-1.066861835499999939e-01,-2.405904100000000045e-01,-3.235092712000001841e-02
4.955879193999999238e-02,4.161865225199998936e-02,3.054985036140000706e-02,2.313919029800000794e-03,-3.125373851600000974e-02,-6.636054996000000095e-02,-8.533096333999999616e-02,-9.407348593999996511e-02,-1.002254484999999945e-01,-1.006563573800000055e-01,-1.010725406200000259e-01,-9.997619634000003142e-02,-9.962669400000001563e-02,-9.740455645999998580e-02,-9.303619395999997155e-02,-8.555335989999997282e-02,-7.776145954000000804e-02,-6.677909871999995750e-02,-5.657508852000000393e-02,-4.709053041999999856e-02,-3.990661614199999402e-02,-3.294670103580000370e-02,-2.572372439399999572e-02,-2.151489257120000470e-02,-1.856155394720000046e-02,-1.024398804819999682e-02,2.733993556000000047e-03,2.424377432380000336e-02,-1.609968110434783009e-02,-1.250938417999999941e-01,-3.971176100000000098e-01,4.980010799999999849e-01
6.166519136140002216e-02,5.240234377440001340e-02,3.460449240955999761e-02,-4.334564098000001295e-03,-4.354698176919999386e-02,-8.022117586000000744e-02,-9.918136625999997291e-02,-1.071781158600000200e-01,-1.128381347599999585e-01,-1.157649231799999928e-01,-1.165097049200000401e-01,-1.163068393000000061e-01,-1.141773993999999764e-01,-1.113735955000000055e-01,-1.053902436599999937e-01,-1.000920872200000145e-01,-9.533401484000002257e-02,-8.777969400000001921e-02,-7.961601260000002178e-02,-6.821693416000000620e-02,-5.773574828000001963e-02,-4.633232114599999257e-02,-3.948349009000001741e-02,-3.432434085799998535e-02,-2.922134401659999547e-02,-1.698577876940000550e-02,5.479507475800001609e-03,4.635337838999999821e-02,2.308933128378378233e-02,-7.309341449999999518e-02,nan,nan
6.564498942499999434e-02,5.766487135400000935e-02,3.085723884759999577e-02,-1.839599619799999614e-02,-6.008331288399998416e-02,-9.791496274000000000e-02,-1.148155214399999985e-01,-1.222953797800000186e-01,-1.269744110200000387e-01,-1.290608980600000122e-01,-1.284507747199999661e-01,-1.291877742800000284e-01,-1.288641350200000202e-01,-1.271850583799999379e-01,-1.201279444799999985e-01,-1.135498807800000010e-01,-1.094009395199999762e-01,-1.046161649799999954e-01,-9.703170771999998501e-02,-8.702110311999999848e-02,-7.740791326000000250e-02,-6.913635282000001048e-02,-5.902503969999999683e-02,-5.126083378999999468e-02,-3.879180910199999527e-02,-2.760917664680000855e-02,-3.659362854200000001e-03,4.447425837680001048e-02,2.602195775366665867e-02,9.642791700000000188e-02,nan,1.528498353333333171e+00
7.095680235720001894e-02,5.924484255000002364e-02,2.307647691400000270e-02,-2.888542201599999387e-02,-7.296081562000000797e-02,-1.077484133000000399e-01,-1.256415547599999682e-01,-1.378102110999999685e-01,-1.426405333599999881e-01,-1.434857183399999847e-01,-1.424829093400000191e-01,-1.424511712999999569e-01,-1.411787413800000002e-01,-1.406955719999999910e-01,-1.333551033799999785e-01,-1.272381590199999912e-01,-1.207691950200000114e-01,-1.175982667399999571e-01,-1.097933192400000202e-01,-1.017043305199999692e-01,-8.928565990000000840e-02,-8.090736416000000875e-02,-7.176277161999998488e-02,-6.660087589999999502e-02,-5.853744514799999465e-02,-4.687698362200001106e-02,-2.710830687199999520e-02,6.415023879999998818e-03,-4.500186466562500209e-02,nan,1.972152700000000092e+00,1.199623105999999995e+00
7.163452168139998466e-02,5.449607833960001813e-02,1.387702939239999697e-02,-3.553894037800000433e-02,-8.261184711200002251e-02,-1.145439907399999901e-01,-1.350148010599999948e-01,-1.475515748199999477e-01,-1.537917321800000015e-01,-1.528916168799999420e-01,-1.562771603399999987e-01,-1.584181975999999770e-01,-1.566641997999999869e-01,-1.536196903600000052e-01,-1.459593207200000076e-01,-1.403004452800000190e-01,-1.356213375799999454e-01,-1.318368533600000059e-01,-1.256555176199999901e-01,-1.180403139399999746e-01,-1.075261687399999971e-01,-9.867294331999999779e-02,-9.351898229999998369e-02,-8.704483035999997786e-02,-8.129898058000001315e-02,-7.448829655999997246e-02,-6.374610888420000065e-02,-6.578704822999999202e-02,-1.678838226052631888e-01,-3.865979483333332745e-01,8.336914020000000258e-01,1.143162532000000065e+00
7.296760573599998800e-02,5.058776819139999131e-02,4.133529551799999292e-03,-4.209640473279998435e-02,-8.675460801939999245e-02,-1.186191564599999859e-01,-1.397750858399999796e-01,-1.544755551200000243e-01,-1.632808685999999898e-01,-1.662786108000000318e-01,-1.667689514000000039e-01,-1.677756502000000705e-01,-1.670402528000000386e-01,-1.649948118999999824e-01,-1.575696572799999418e-01,-1.521627805000000111e-01,-1.478694917399999698e-01,-1.448654169199999620e-01,-1.375717157000000135e-01,-1.311350247199999930e-01,-1.234246832999999904e-01,-1.143746182000000000e-01,-1.106980134200000326e-01,-1.060678863400000144e-01,-1.031363684199999992e-01,-9.973266536000000015e-02,-1.020651245799999857e-01,-1.349050138980000257e-01,-1.697827709302325572e-01,2.717637609523809727e-01,1.099204335294117652e+00,7.603869308695651030e-01
