2.283416752400000554e-02,2.084754941599999828e-02,2.021110536359999738e-02,1.555862425159999785e-02,1.262367250039999993e-02,8.310089084000001070e-03,3.972244259199999780e-03,-5.133438157399999868e-03,-8.295440671800002191e-03,-1.128334044000000105e-02,-1.262413024999999370e-02,-1.286872861900000345e-02,-1.395042422200000118e-02,-1.314620973200000126e-02,-1.313613894519999499e-02,-1.314132689588000565e-02,-1.338447567240000184e-02,-1.401046751078000030e-02,-1.377708432599999977e-02,-1.375534056460000348e-02,-1.402519222199999534e-02,-1.436088563123999982e-02,-1.303886410600000115e-02,-1.291969293300000016e-02,-1.186332703999999801e-02,-9.886703515800000092e-03,-8.129348787490001810e-03,-7.240142815000000405e-03,-6.949691768720000010e-03,-6.273727435599999423e-03,-6.096344018200001470e-03,-6.784744305979997087e-03,-7.227020264599997960e-03,-7.127227768599996016e-03,-6.054000856400001615e-03,-6.198654168799997040e-03,-6.539840705199998112e-03,-6.937637344300000806e-03,-6.211166408199999579e-03,-5.847549386400000167e-03,-7.257919295399998562e-03,-9.106140147080001371e-03,-1.064628598780000338e-02,-3.132255562399999943e-02,-6.268875144199999305e-02,-8.355316155799999422e-02,-8.472053500800001691e-02,-1.060839081980000098e-01
2.223167414600000710e-02,2.213417056320000562e-02,2.159042362959999461e-02,1.739906310599999978e-02,1.366508480099999645e-02,7.049407918199999262e-03,6.774903599999937301e-05,-9.298400918979998070e-03,-1.398170477260000065e-02,-1.762863156380000199e-02,-2.016487117999999842e-02,-2.067337039800000095e-02,-2.118202202559999608e-02,-2.010437013079999224e-02,-1.977279665600000305e-02,-2.008186343399999754e-02,-2.062515256980000655e-02,-2.198814384859999055e-02,-2.272850036000000074e-02,-2.265083315800000413e-02,-2.319450379399999596e-02,-2.295906071399999790e-02,-2.115737909800000094e-02,-1.967376709199999615e-02,-1.744644164800000091e-02,-1.389076234200000044e-02,-1.190605158999999934e-02,-9.810714749053999276e-03,-8.782653789399998134e-03,-8.165283225799999101e-03,-7.481384288600001313e-03,-7.415008544800000961e-03,-7.012023936399999248e-03,-6.824874886300001144e-03,-5.887146023879999759e-03,-5.565643269660000385e-03,-5.693283099340001006e-03,-6.008148207099999090e-03,-6.520080565400001270e-03,-7.201385505399999012e-03,-8.419342022359999067e-03,-1.033943171459999859e-02,-1.259651182027999618e-02,-3.558609005800000835e-02,-7.225234983600001271e-02,-1.010324858200000037e-01,-1.049148560749999931e-01,-1.319411467480000044e-01
2.323051461180000027e-02,2.278411864599999906e-02,2.157234192979999923e-02,1.861488342599999443e-02,1.241432187881999841e-02,3.287200886999999596e-03,-5.763626145999999409e-03,-1.631233211839999697e-02,-2.177658082000000217e-02,-2.696624754900000046e-02,-2.989761353799999521e-02,-3.056472777699999893e-02,-3.122215267159998697e-02,-2.995460519399999536e-02,-3.007354734000000640e-02,-2.973129271999999657e-02,-3.021987919999999384e-02,-3.124763494000000474e-02,-3.194869995999999324e-02,-3.171264656000000182e-02,-3.125549313999998607e-02,-3.040824883999999895e-02,-2.811126708000000543e-02,-2.634056102000000704e-02,-2.319183342200000636e-02,-1.899597161599999792e-02,-1.638740533200000113e-02,-1.377639775935999428e-02,-1.199874882270000019e-02,-1.087051390151999759e-02,-1.008735660539999794e-02,-9.662323022799998440e-03,-8.906250045599998708e-03,-8.299636895459998678e-03,-7.285842895599996781e-03,-6.445541401399998253e-03,-6.381149321600001860e-03,-6.637039182199998971e-03,-6.730499277639997828e-03,-7.280883780399999110e-03,-8.163986186199996206e-03,-9.554290744200005445e-03,-1.373947143999999961e-02,-4.092369064340000556e-02,-8.018905650400000307e-02,-1.125004577420000013e-01,-1.182820123989199723e-01,-1.483675390219999501e-01
3.228820796431999124e-02,3.051452637599999171e-02,2.847793583580000495e-02,2.333992001939999908e-02,1.432250974180000226e-02,2.938232399599998747e-03,-1.088218684013999953e-02,-2.330535883600000011e-02,-3.054908746060000166e-02,-3.578430171000000076e-02,-3.899627690999999535e-02,-3.969833371400000033e-02,-4.012359620000000016e-02,-3.748588559999999070e-02,-3.717796332000000009e-02,-3.693473815999999410e-02,-3.778976434000000384e-02,-3.859840393999999786e-02,-3.936393738000001224e-02,-3.992637631999999825e-02,-3.981811526000000184e-02,-3.938369750000000891e-02,-3.678909300000001575e-02,-3.486648557999999509e-02,-3.113334655999998660e-02,-2.647377014000000528e-02,-2.307670587599999074e-02,-1.927696231799999604e-02,-1.614562987439999153e-02,-1.420776364040000211e-02,-1.295745849799999870e-02,-1.147819514679999583e-02,-1.022529605000000071e-02,-9.367675780799999963e-03,-8.295822160199995202e-03,-7.709960919600000392e-03,-7.131118743600001544e-03,-7.377319298379999765e-03,-8.165664690600000358e-03,-8.485031159599996931e-03,-9.283905065200001930e-03,-1.049209594620000713e-02,-1.633720399400000189e-02,-4.648193371199998980e-02,-8.792717006839996519e-02,-1.231005857599999642e-01,-1.302468114800000298e-01,-1.637162784000000260e-01
3.811470037400000593e-02,3.400962821599999575e-02,3.073951714319999792e-02,2.400054925600000541e-02,1.155975343014600462e-02,-2.355041457800000158e-03,-1.679214475399999629e-02,-3.065406797379999562e-02,-4.007034302099999473e-02,-4.749679567199999175e-02,-5.209236148000001565e-02,-5.425003042000000469e-02,-5.528076170000002093e-02,-5.361648555999999621e-02,-5.281578057999999909e-02,-5.264488215999998943e-02,-5.300117493999999957e-02,-5.290260312000003018e-02,-5.261802670000000764e-02,-5.208908082000000828e-02,-5.224327083999999455e-02,-5.141098023999998712e-02,-4.881256105999999539e-02,-4.650184631999998430e-02,-4.269958500000000517e-02,-3.770774830000000327e-02,-3.369163510000000583e-02,-2.911720276599999088e-02,-2.490463251400000522e-02,-2.219161981799999336e-02,-2.114151001199999699e-02,-1.949577334400000306e-02,-1.766624457400000139e-02,-1.616905214000000091e-02,-1.592552186559999944e-02,-1.610984795400000752e-02,-1.501960756420000175e-02,-1.550865172259999897e-02,-1.606971736299999884e-02,-1.652465814719999981e-02,-1.785339358939999621e-02,-1.894653325400000310e-02,-2.912857058979999303e-02,-6.336257915780002525e-02,-1.139062500199999883e-01,-1.580615141020408065e-01,-1.703569122765957733e-01,-2.107401271999999604e-01
4.300880428899999525e-02,3.838500976240001583e-02,3.507698067199999797e-02,2.742881774919999835e-02,1.197013858240000145e-02,-4.315414407800000421e-03,-2.328811645939999828e-02,-4.121833798800000198e-02,-5.483032239000002611e-02,-6.704689033999998438e-02,-7.399497950000001600e-02,-7.908737171999999371e-02,-8.154304516000002168e-02,-7.815017702000000288e-02,-7.792526258000001538e-02,-7.570838905999999202e-02,-7.559089675999999813e-02,-7.403915413999997974e-02,-7.370521546000000090e-02,-7.275527953999999520e-02,-7.203315724000000642e-02,-7.095207216000001815e-02,-6.903961180000001141e-02,-6.595245357999998670e-02,-6.149948122000003375e-02,-5.557037356000001094e-02,-5.071968071999998634e-02,-4.528213499999999420e-02,-3.954704282000000293e-02,-3.494338990000000339e-02,-3.242904659999999717e-02,-2.958145147999999280e-02,-2.702224725200000691e-02,-2.450805668935999992e-02,-2.234062198200000016e-02,-2.112815857820000282e-02,-1.963523858260000227e-02,-1.943130496799999260e-02,-1.931159972599999844e-02,-2.008499145219999615e-02,-2.154380801140000010e-02,-2.431610111199999577e-02,-4.475006086200000732e-02,-9.074531587999996873e-02,-1.541966026204081852e-01,-2.148931454871794433e-01,-1.838548830303030623e-01,-2.046462162222222325e-01
4.543411265599999610e-02,4.119316105480000378e-02,3.562728874000001267e-02,2.686393734199999175e-02,8.521499682000001699e-03,-1.141571046999999978e-02,-3.282760625799999166e-02,-5.211074831600001622e-02,-6.724571201800000342e-02,-7.968093889999999790e-02,-8.785362251999999372e-02,-9.386878952000002330e-02,-9.772232010000000968e-02,-9.649566676000001508e-02,-9.801811225999998434e-02,-9.807395958000000857e-02,-9.888809206000001573e-02,-9.782592743999998786e-02,-9.737411499999998332e-02,-9.549514783999998868e-02,-9.298538244000002784e-02,-8.924194292000001139e-02,-8.544105513999999957e-02,-8.037735004000000349e-02,-7.458129886000001985e-02,-6.851371762000002530e-02,-6.328292843999998307e-02,-5.749969481999998855e-02,-5.152313230000001021e-02,-4.611259463999999725e-02,-4.236663826000000577e-02,-3.772178652000000160e-02,-3.386619562400000616e-02,-3.076522834000000248e-02,-2.822975158400000545e-02,-2.703933717680000182e-02,-2.587387080799999697e-02,-2.613250730860000245e-02,-2.574752809280000596e-02,-2.683036807264000193e-02,-2.900085443865999327e-02,-3.307250962600000177e-02,-5.888755811000000173e-02,-1.115013880600000118e-01,-1.850132504318181270e-01,-2.611186082352940918e-01,-2.974931399999999893e-01,-1.023272158139535010e-01
5.294654806599999319e-02,4.616195693200000894e-02,3.940933214999999684e-02,2.917694085579999874e-02,7.654037456200001206e-03,-1.582298270419999625e-02,-3.923255922019999731e-02,-5.932151781000000179e-02,-7.643142703599999088e-02,-8.945526121999999858e-02,-9.787132235999998486e-02,-1.045018768399999937e-01,-1.081191254800000223e-01,-1.079445654199999854e-01,-1.100157930999999811e-01,-1.098130795200000231e-01,-1.100137335399999777e-01,-1.086819455799999945e-01,-1.079381560000000073e-01,-1.060107417999999746e-01,-1.027146150399999985e-01,-9.963890045999997114e-02,-9.628524789999999556e-02,-9.189857478000000579e-02,-8.583839434000001267e-02,-7.999725316000000364e-02,-7.540603635999999776e-02,-6.937377922000000086e-02,-6.306991570000000658e-02,-5.800430296000001068e-02,-5.394874569999999481e-02,-4.881095884000000162e-02,-4.469184873999999114e-02,-4.101440431999999608e-02,-3.862182616000001123e-02,-3.647628784999999013e-02,-3.434204100200000109e-02,-3.416328433399999642e-02,-3.399810793400000197e-02,-3.439712520599999546e-02,-3.635154729820001124e-02,-4.195831291000001045e-02,-7.216064474199999912e-02,-1.253673008775509912e-01,-1.957126524871794782e-01,-2.240983253124999575e-01,-1.778351159090909017e-01,6.028540742857142753e-02
5.517364518799998396e-02,4.669441218400000038e-02,3.828277597600000109e-02,2.682624816220000735e-02,3.532104532000001663e-03,-2.054344175760000266e-02,-4.590538032000001517e-02,-6.796195993999998297e-02,-8.604598990600000052e-02,-9.988120990000000365e-02,-1.081571197799999912e-01,-1.144915011599999810e-01,-1.179801184200000297e-01,-1.178152459000000180e-01,-1.194671634600000115e-01,-1.187127688799999997e-01,-1.195362088800000361e-01,-1.185069279400000064e-01,-1.182192991199999960e-01,-1.164960480999999715e-01,-1.131751250199999753e-01,-1.105342108599999956e-01,-1.069055942000000509e-01,-1.023761747199999905e-01,-9.656318622000004126e-02,-9.170028666000001882e-02,-8.642616295999998310e-02,-8.104225130000002053e-02,-7.478164659999998742e-02,-6.932846065999999363e-02,-6.496406545999999782e-02,-5.883949286000001583e-02,-5.461036686000000223e-02,-5.048667907999999926e-02,-4.691635138599999089e-02,-4.486999517999998993e-02,-4.209465028399999448e-02,-4.112335207400000248e-02,-4.119514461600000399e-02,-4.120384211820000281e-02,-4.242416386399999739e-02,-5.055084248040000311e-02,-8.783637987999996788e-02,-1.450963702448980208e-01,-2.239205782564102354e-01,-8.636873272727273176e-02,7.416432933333332034e-02,4.462774913333333315e-01
5.815101656399997848e-02,4.735664359200000839e-02,3.653579706400000154e-02,2.292449937200000815e-02,-1.597595114600000111e-03,-2.707702646200000479e-02,-5.103302004600000774e-02,-7.399765009999999255e-02,-9.338935829999998883e-02,-1.059962456600000297e-01,-1.153082283199999974e-01,-1.229788973400000873e-01,-1.261595913200000141e-01,-1.270688631199999863e-01,-1.285084534000000001e-01,-1.275590516800000074e-01,-1.276481630800000433e-01,-1.268289182399999770e-01,-1.263256071599999919e-01,-1.245516963399999899e-01,-1.212226100199999962e-01,-1.190420532599999748e-01,-1.158268737600000042e-01,-1.108792874599999895e-01,-1.059344484599999830e-01,-1.024617005000000164e-01,-9.675567617999998593e-02,-9.181098942000004426e-02,-8.604393007999996956e-02,-8.054893504000000537e-02,-7.537193285999999048e-02,-6.830444335999998062e-02,-6.418594358000000166e-02,-5.947792049999999636e-02,-5.480323786000001335e-02,-5.298210150000001034e-02,-5.012535096000000912e-02,-4.926681522000000285e-02,-4.853897090999998581e-02,-4.705390930599999411e-02,-4.848640425500000406e-02,-5.742965674400002385e-02,-9.865509025199999116e-02,-1.584417466382978812e-01,-1.937814651351351114e-01,6.477737124999999319e-02,3.666619507692307489e-01,8.787748921739131358e-01
